season,season_end_year,player_name,team,games_played,minutes_played,pts,trb,ast,stl,blk,fg_pct,fg3_pct,ft_pct,player_key,last_updated_utc,team_name_lookup,team_win_pct,team_conf_rank,team_conference,ridge_pred_vote_share,mvp_score,mvp_rank,mvp_tier
2025-26,2026,Nikola Jokić,DEN,32,34.6,29.6,12.2,11.0,1.4,0.8,0.605,0.435,0.853,nikola_jokic,2026-01-24T02:19:06Z,Nuggets,0.667,3,West,0.5869921083973962,0.9344746162927982,1,Top 3
2025-26,2026,Shai Gilgeous-Alexander,OKC,43,33.3,32.0,4.4,6.3,1.3,0.8,0.555,0.399,0.891,shai_gilgeousalexander,2026-01-24T02:19:06Z,Thunder,0.822,1,West,0.331617809924574,0.8667363964446614,2,Top 3
2025-26,2026,Cade Cunningham,DET,36,35.5,25.7,5.9,9.8,1.4,0.8,0.452,0.327,0.824,cade_cunningham,2026-01-24T02:19:06Z,Pistons,0.762,1,East,0.218040358175916,0.787632837609361,3,Top 3
2025-26,2026,Luka Dončić,LAL,35,36.4,33.4,7.8,8.7,1.6,0.5,0.465,0.333,0.785,luka_doncic,2026-01-24T02:19:06Z,Lakers,0.605,6,West,0.38437384164720784,0.7868165910036053,4,Top 5
2025-26,2026,Victor Wembanyama,SAS,31,28.8,24.5,10.9,2.9,0.8,2.6,0.51,0.389,0.846,victor_wembanyama,2026-01-24T02:19:06Z,Spurs,0.689,2,West,0.23004084148781753,0.7626200380237208,5,Top 5
2025-26,2026,Jaylen Brown,BOS,40,34.1,29.8,6.7,4.8,1.0,0.4,0.488,0.364,0.791,jaylen_brown,2026-01-24T02:19:06Z,Celtics,0.628,2,East,0.1749818545582245,0.7137229654587777,6,6-10
2025-26,2026,Tyrese Maxey,PHI,41,39.5,30.1,4.3,6.8,2.1,1.0,0.471,0.391,0.88,tyrese_maxey,2026-01-24T02:19:06Z,76ers,0.558,5,East,0.23294105623879555,0.699399119084564,7,6-10
2025-26,2026,Jamal Murray,DEN,41,35.4,26.0,4.3,7.3,1.0,0.3,0.49,0.448,0.892,jamal_murray,2026-01-24T02:19:06Z,Nuggets,0.667,3,West,0.12881256066856198,0.6953798523684724,8,6-10
2025-26,2026,Jalen Duren,DET,35,28.4,17.8,10.9,1.8,0.9,0.9,0.63,0.0,0.717,jalen_duren,2026-01-24T02:19:06Z,Pistons,0.762,1,East,0.027038689324238942,0.687961215098896,9,6-10
2025-26,2026,Chet Holmgren,OKC,39,29.1,17.8,8.4,1.6,0.6,2.0,0.572,0.38,0.765,chet_holmgren,2026-01-24T02:19:06Z,Thunder,0.822,1,West,-0.026109572354566103,0.6800612285126394,10,6-10
2025-26,2026,Alperen Sengun,HOU,35,34.3,21.3,9.2,6.4,1.5,1.0,0.507,0.303,0.693,alperen_sengun,2026-01-24T02:19:06Z,Rockets,0.619,4,West,0.10283311178288454,0.6588122046530647,11,Outside
2025-26,2026,Donovan Mitchell,CLE,41,34.1,28.9,4.8,5.7,1.5,0.2,0.483,0.382,0.84,donovan_mitchell,2026-01-24T02:19:06Z,Cavaliers,0.556,6,East,0.16803757047854068,0.6577261038175931,12,Outside
2025-26,2026,Giannis Antetokounmpo,MIL,29,29.1,28.2,9.9,5.6,0.9,0.8,0.647,0.395,0.645,giannis_antetokounmpo,2026-01-24T02:19:06Z,Bucks,0.419,11,East,0.30807453087744624,0.6497989446313938,13,Outside
2025-26,2026,Kevin Durant,HOU,40,36.8,26.1,5.4,4.6,0.7,1.0,0.514,0.404,0.887,kevin_durant,2026-01-24T02:19:06Z,Rockets,0.619,4,West,0.08491316535346223,0.6494609243911724,14,Outside
2025-26,2026,Scottie Barnes,TOR,45,34.6,19.8,8.2,5.6,1.4,1.3,0.504,0.319,0.828,scottie_barnes,2026-01-24T02:19:06Z,Raptors,0.587,4,East,0.09606145778481241,0.6446999967388121,15,Outside
2025-26,2026,Karl-Anthony Towns,NYK,41,32.0,20.8,11.5,3.0,0.9,0.7,0.469,0.363,0.86,karlanthony_towns,2026-01-24T02:19:06Z,Knicks,0.591,3,East,0.0743491377803219,0.6418348891105273,16,Outside
2025-26,2026,Jalen Brunson,NYK,39,34.4,27.9,3.2,6.1,0.7,0.1,0.478,0.379,0.852,jalen_brunson,2026-01-24T02:19:06Z,Knicks,0.591,3,East,0.07049846515675277,0.6398254679863286,17,Outside
2025-26,2026,Anthony Edwards,MIN,36,35.2,29.6,5.1,3.7,1.3,0.8,0.495,0.406,0.795,anthony_edwards,2026-01-24T02:19:06Z,Timberwolves,0.6,7,West,0.11118558393376451,0.6354612654541641,18,Outside
2025-26,2026,Austin Reaves,LAL,23,35.3,26.6,5.2,6.3,1.0,0.2,0.507,0.365,0.873,austin_reaves,2026-01-24T02:19:06Z,Lakers,0.605,6,West,0.0833883321902334,0.6297513974894486,19,Outside
2025-26,2026,Isaiah Hartenstein,OKC,24,26.9,11.2,10.4,3.0,1.1,0.8,0.644,0.0,0.649,isaiah_hartenstein,2026-01-24T02:19:06Z,Thunder,0.822,1,West,-0.1235614128992209,0.6292073112557192,20,Outside
2025-26,2026,Jalen Williams,OKC,24,29.6,16.8,4.8,5.6,1.3,0.4,0.47,0.3,0.833,jalen_williams,2026-01-24T02:19:06Z,Thunder,0.822,1,West,-0.12470948331752227,0.6286082063262369,21,Outside
2025-26,2026,Jalen Johnson,ATL,42,35.5,23.2,10.3,8.0,1.2,0.5,0.511,0.358,0.788,jalen_johnson,2026-01-24T02:19:06Z,Hawks,0.457,10,East,0.22959775373423272,0.6285517466883721,22,Outside
2025-26,2026,Devin Booker,PHX,40,34.1,25.3,4.0,6.3,0.9,0.3,0.453,0.302,0.863,devin_booker,2026-01-24T02:19:06Z,Suns,0.614,5,West,0.05055788464003846,0.6227373388140256,23,Outside
2025-26,2026,De'Aaron Fox,SAS,36,32.5,20.5,4.2,5.9,1.3,0.3,0.479,0.355,0.797,deaaron_fox,2026-01-24T02:19:06Z,Spurs,0.689,2,West,-0.050710957447929396,0.6161135310864018,24,Outside
2025-26,2026,Deni Avdija,POR,42,34.9,26.0,7.1,6.9,0.8,0.6,0.471,0.356,0.807,deni_avdija,2026-01-24T02:19:06Z,Trail Blazers,0.511,9,West,0.1561111057787396,0.6151978359747728,25,Outside
2025-26,2026,Julius Randle,MIN,45,33.6,22.6,7.0,5.4,1.1,0.2,0.494,0.34,0.811,julius_randle,2026-01-24T02:19:06Z,Timberwolves,0.6,7,West,0.06426930391158733,0.6109786429719646,26,Outside
2025-26,2026,Ajay Mitchell,OKC,43,26.2,14.1,3.5,3.7,1.4,0.3,0.487,0.35,0.87,ajay_mitchell,2026-01-24T02:19:06Z,Thunder,0.822,1,West,-0.16781629324253267,0.6061135039903507,27,Outside
2025-26,2026,LeBron James,LAL,26,33.3,22.5,6.0,6.9,1.1,0.7,0.508,0.331,0.742,lebron_james,2026-01-24T02:19:06Z,Lakers,0.605,6,West,0.03761072534613434,0.6058629761147604,28,Outside
2025-26,2026,Stephen Curry,GSW,36,31.7,27.4,3.7,4.9,1.1,0.4,0.47,0.392,0.928,stephen_curry,2026-01-24T02:19:06Z,Warriors,0.543,8,West,0.10201854839761339,0.6046917403181743,29,Outside
2025-26,2026,Joel Embiid,PHI,24,30.3,24.5,7.3,3.6,0.6,1.1,0.479,0.263,0.862,joel_embiid,2026-01-24T02:19:06Z,76ers,0.558,5,East,0.05133548347567591,0.6046307214937618,30,Outside
2025-26,2026,Kawhi Leonard,LAC,31,33.5,28.1,6.2,3.5,2.2,0.6,0.497,0.4,0.942,kawhi_leonard,2026-01-24T02:19:06Z,Clippers,0.455,10,West,0.18352210754746037,0.6038466405124329,31,Outside
2025-26,2026,Amen Thompson,HOU,42,37.3,18.5,7.7,5.2,1.4,0.5,0.515,0.195,0.792,amen_thompson,2026-01-24T02:19:06Z,Rockets,0.619,4,West,-0.02710774091761324,0.5910043383819619,32,Outside
2025-26,2026,Stephon Castle,SAS,36,31.0,16.9,5.0,7.1,1.3,0.3,0.451,0.282,0.721,stephon_castle,2026-01-24T02:19:06Z,Spurs,0.689,2,West,-0.10210114379837162,0.5892962614496566,33,Outside
2025-26,2026,James Harden,LAC,41,35.7,25.8,4.8,8.1,1.3,0.3,0.419,0.342,0.899,james_harden,2026-01-24T02:19:06Z,Clippers,0.455,10,West,0.1354880707705045,0.5787807318736743,34,Outside
2025-26,2026,Brandon Ingram,TOR,44,34.0,21.8,5.9,3.8,0.8,0.8,0.471,0.365,0.838,brandon_ingram,2026-01-24T02:19:06Z,Raptors,0.587,4,East,-0.03066991877011572,0.5785669519326777,35,Outside
2025-26,2026,Derrick White,BOS,42,34.1,17.6,4.6,5.4,1.3,1.5,0.391,0.323,0.886,derrick_white,2026-01-24T02:19:06Z,Celtics,0.628,2,East,-0.09202842624084329,0.5743872828219697,36,Outside
2025-26,2026,Josh Giddey,CHI,31,32.6,19.3,8.8,8.9,1.0,0.4,0.468,0.378,0.762,josh_giddey,2026-01-24T02:19:06Z,Bulls,0.5,9,East,0.08219216464722826,0.5729878784995269,37,Outside
2025-26,2026,Jimmy Butler III,GSW,38,31.1,20.0,5.6,4.9,1.4,0.2,0.519,0.376,0.864,jimmy_butler,2026-01-24T02:19:06Z,Warriors,0.543,8,West,0.005125593353886376,0.5541294698568552,38,Outside
2025-26,2026,Evan Mobley,CLE,39,33.3,17.7,8.7,4.1,1.0,1.9,0.516,0.317,0.637,evan_mobley,2026-01-24T02:19:06Z,Cavaliers,0.556,6,East,-0.0419157366444321,0.5481648266926528,39,Outside
2025-26,2026,Mark Williams,PHX,39,24.0,12.2,8.3,1.0,1.1,1.0,0.659,1.0,0.784,mark_williams,2026-01-24T02:19:06Z,Suns,0.614,5,West,-0.09320698439032532,0.5477155976825998,40,Outside
2025-26,2026,Paolo Banchero,ORL,33,33.8,21.0,8.7,5.0,0.7,0.7,0.453,0.276,0.76,paolo_banchero,2026-01-24T02:19:06Z,Magic,0.535,7,East,-0.017380879775665006,0.5468830020751273,41,Outside
2025-26,2026,Luke Kornet,SAS,36,24.3,8.2,6.8,2.0,0.4,1.3,0.667,0.0,0.821,luke_kornet,2026-01-24T02:19:06Z,Spurs,0.689,2,West,-0.19357501841244465,0.5415618643895785,42,Outside
2025-26,2026,Payton Pritchard,BOS,42,32.7,16.5,4.4,5.4,0.9,0.1,0.447,0.337,0.867,payton_pritchard,2026-01-24T02:19:06Z,Celtics,0.628,2,East,-0.1574981995027258,0.5402227722936798,43,Outside
2025-26,2026,Keldon Johnson,SAS,45,24.0,13.4,6.0,1.3,0.7,0.1,0.556,0.406,0.788,keldon_johnson,2026-01-24T02:19:06Z,Spurs,0.689,2,West,-0.20034621759518206,0.5380284062112154,44,Outside
2025-26,2026,Neemias Queta,BOS,41,24.9,10.4,8.2,1.3,0.9,1.3,0.657,0.0,0.65,neemias_queta,2026-01-24T02:19:06Z,Celtics,0.628,2,East,-0.16207328203037286,0.537835327715884,45,Outside
2025-26,2026,Aaron Gordon,DEN,22,28.5,17.9,6.2,2.5,0.6,0.2,0.511,0.398,0.788,aaron_gordon,2026-01-24T02:19:06Z,Nuggets,0.667,3,West,-0.19028401653471472,0.5288636445332173,46,Outside
2025-26,2026,Isaiah Stewart,DET,38,23.5,10.1,5.6,1.2,0.3,2.0,0.527,0.355,0.74,isaiah_stewart,2026-01-24T02:19:06Z,Pistons,0.762,1,East,-0.27817112724297216,0.5286916243865831,47,Outside
2025-26,2026,Ausar Thompson,DET,38,26.0,10.9,5.9,2.6,1.7,0.8,0.508,0.263,0.567,ausar_thompson,2026-01-24T02:19:06Z,Pistons,0.762,1,East,-0.28213443384812664,0.5266234267513626,48,Outside
2025-26,2026,Immanuel Quickley,TOR,43,32.5,16.9,4.2,6.3,1.2,0.1,0.435,0.359,0.814,immanuel_quickley,2026-01-24T02:19:06Z,Raptors,0.587,4,East,-0.1315625927506739,0.5259174825562047,49,Outside
2025-26,2026,Mikal Bridges,NYK,44,34.7,15.8,4.5,4.2,1.6,0.9,0.504,0.399,0.787,mikal_bridges,2026-01-24T02:19:06Z,Knicks,0.591,3,East,-0.15114594961186004,0.5241633453819158,50,Outside
2025-26,2026,Franz Wagner,ORL,26,32.8,22.2,6.1,3.6,1.1,0.3,0.482,0.368,0.826,franz_wagner,2026-01-24T02:19:06Z,Magic,0.535,7,East,-0.06651735383003485,0.5212418015406671,51,Outside
2025-26,2026,Tobias Harris,DET,27,27.5,13.6,4.7,2.5,0.7,0.3,0.461,0.336,0.857,tobias_harris,2026-01-24T02:19:06Z,Pistons,0.762,1,East,-0.2960773457821256,0.5193475078374741,52,Outside
2025-26,2026,Josh Hart,NYK,33,30.3,12.0,7.7,5.1,1.2,0.3,0.498,0.4,0.789,josh_hart,2026-01-24T02:19:06Z,Knicks,0.591,3,East,-0.16759021925814646,0.5155821269742498,53,Outside
2025-26,2026,Rudy Gobert,MIN,43,31.7,11.0,11.3,1.8,0.7,1.7,0.716,0.0,0.506,rudy_gobert,2026-01-24T02:19:06Z,Timberwolves,0.6,7,West,-0.12349505673577386,0.5129963657076982,54,Outside
2025-26,2026,Peyton Watson,DEN,43,29.9,14.5,5.1,1.9,1.1,1.1,0.508,0.421,0.742,peyton_watson,2026-01-24T02:19:06Z,Nuggets,0.667,3,West,-0.2234726129824677,0.511544626973421,55,Outside
2025-26,2026,Deandre Ayton,LAL,38,28.8,13.7,8.7,0.8,0.7,1.0,0.681,0.0,0.636,deandre_ayton,2026-01-24T02:19:06Z,Lakers,0.605,6,West,-0.14783913035300142,0.5090884917712841,56,Outside
2025-26,2026,Nikola Vučević,CHI,43,30.7,16.8,9.1,3.8,0.7,0.6,0.504,0.373,0.81,nikola_vucevic,2026-01-24T02:19:06Z,Bulls,0.5,9,East,-0.04169802724573268,0.508337467257867,57,Outside
2025-26,2026,Norman Powell,MIA,39,30.9,23.5,3.6,2.6,1.2,0.2,0.484,0.406,0.845,norman_powell,2026-01-24T02:19:06Z,Heat,0.511,8,East,-0.06605016974963196,0.5064088537570923,58,Outside
2025-26,2026,Desmond Bane,ORL,43,33.8,18.9,4.5,4.5,0.8,0.5,0.452,0.34,0.931,desmond_bane,2026-01-24T02:19:06Z,Magic,0.535,7,East,-0.10079317863636184,0.5033554286525642,59,Outside
2025-26,2026,Collin Gillespie,PHX,44,28.1,13.4,4.1,4.8,1.4,0.3,0.443,0.422,0.845,collin_gillespie,2026-01-24T02:19:06Z,Suns,0.614,5,West,-0.18401266165898833,0.5003298903170915,60,Outside
2025-26,2026,Bam Adebayo,MIA,37,30.9,17.6,9.6,2.8,1.0,0.8,0.45,0.35,0.776,bam_adebayo,2026-01-24T02:19:06Z,Heat,0.511,8,East,-0.08087691452262362,0.49867171869980526,61,Outside
2025-26,2026,Jarrett Allen,CLE,33,27.0,13.5,7.9,2.0,0.9,0.8,0.592,0.143,0.762,jarrett_allen,2026-01-24T02:19:06Z,Cavaliers,0.556,6,East,-0.14096860259085503,0.4964754361101114,62,Outside
2025-26,2026,RJ Barrett,TOR,23,30.4,19.6,5.0,3.7,0.8,0.2,0.496,0.355,0.689,rj_barrett,2026-01-24T02:19:06Z,Raptors,0.587,4,East,-0.19035636307315676,0.4952367533417383,63,Outside
2025-26,2026,Anthony Davis,DAL,20,31.3,20.4,11.1,2.8,1.1,1.7,0.506,0.27,0.728,anthony_davis,2026-01-24T02:19:06Z,Mavericks,0.422,12,West,0.023317855164407424,0.4950514256243764,64,Outside
2025-26,2026,Naz Reid,MIN,45,26.2,14.6,6.2,2.5,0.9,0.9,0.474,0.392,0.783,naz_reid,2026-01-24T02:19:06Z,Timberwolves,0.6,7,West,-0.1589028782785597,0.49451927572231685,65,Outside
2025-26,2026,Dillon Brooks,PHX,38,30.8,20.5,3.4,1.7,1.1,0.1,0.441,0.347,0.853,dillon_brooks,2026-01-24T02:19:06Z,Suns,0.614,5,West,-0.1977464601521452,0.4931630944075347,66,Outside
2025-26,2026,Darius Garland,CLE,26,30.5,18.0,2.4,6.9,0.8,0.1,0.451,0.36,0.861,darius_garland,2026-01-24T02:19:06Z,Cavaliers,0.556,6,East,-0.1556679301081502,0.48880479201432997,67,Outside
2025-26,2026,Keyonte George,UTA,44,34.4,24.4,4.0,6.7,1.1,0.3,0.459,0.383,0.904,keyonte_george,2026-01-24T02:19:06Z,Jazz,0.333,13,West,0.07665134843708898,0.48631843879565223,68,Outside
2025-26,2026,Shaedon Sharpe,POR,41,30.1,21.9,4.6,2.6,1.5,0.1,0.456,0.343,0.777,shaedon_sharpe,2026-01-24T02:19:06Z,Trail Blazers,0.511,9,West,-0.09255433674078711,0.4854351576316282,69,Outside
2025-26,2026,Jaden McDaniels,MIN,43,32.2,15.1,4.6,2.9,1.1,1.0,0.516,0.417,0.842,jaden_mcdaniels,2026-01-24T02:19:06Z,Timberwolves,0.6,7,West,-0.1787477085404508,0.4841635210185008,70,Outside
2025-26,2026,Isaiah Joe,OKC,36,19.6,9.6,2.5,1.3,0.5,0.2,0.442,0.408,0.852,isaiah_joe,2026-01-24T02:19:06Z,Thunder,0.822,1,West,-0.40410269683210237,0.482810658708807,71,Outside
2025-26,2026,OG Anunoby,NYK,34,32.7,15.5,5.5,2.2,1.7,0.7,0.453,0.339,0.803,og_anunoby,2026-01-24T02:19:06Z,Knicks,0.591,3,East,-0.23125040057170793,0.4823619273865677,72,Outside
2025-26,2026,Aaron Wiggins,OKC,31,23.2,10.4,3.4,1.7,0.8,0.6,0.454,0.39,0.724,aaron_wiggins,2026-01-24T02:19:06Z,Thunder,0.822,1,West,-0.4052189466873729,0.4822281589072567,73,Outside
2025-26,2026,Jalen Suggs,ORL,23,25.4,15.0,3.7,4.7,1.9,0.5,0.471,0.331,0.857,jalen_suggs,2026-01-24T02:19:06Z,Magic,0.535,7,East,-0.14327283363786625,0.48118799858171657,74,Outside
2025-26,2026,Julian Champagnie,SAS,45,28.7,11.7,6.2,1.5,0.9,0.4,0.427,0.379,0.826,julian_champagnie,2026-01-24T02:19:06Z,Spurs,0.689,2,West,-0.31004933389057915,0.48078132736968177,75,Outside
2025-26,2026,LaMelo Ball,CHA,35,27.3,19.3,5.1,7.5,1.2,0.3,0.407,0.362,0.884,lamelo_ball,2026-01-24T02:19:06Z,Hornets,0.378,12,East,0.021759467277198227,0.4796927475602341,76,Outside
2025-26,2026,Devin Vassell,SAS,32,31.9,15.0,4.0,2.4,0.9,0.5,0.422,0.379,0.868,devin_vassell,2026-01-24T02:19:06Z,Spurs,0.689,2,West,-0.31260446264850994,0.4794479681872346,77,Outside
2025-26,2026,Lauri Markkanen,UTA,33,36.0,27.9,7.2,2.2,1.0,0.5,0.483,0.365,0.884,lauri_markkanen,2026-01-24T02:19:06Z,Jazz,0.333,13,West,0.05889001362605842,0.47704992784907124,78,Outside
2025-26,2026,Ronald Holland II,DET,40,20.8,8.2,4.3,1.4,1.4,0.4,0.411,0.24,0.78,ronald_holland,2026-01-24T02:19:06Z,Pistons,0.762,1,East,-0.3785013972073838,0.4763356378950123,79,Outside
2025-26,2026,Kel'el Ware,MIA,43,23.8,11.6,9.8,0.6,0.9,1.1,0.54,0.415,0.815,kelel_ware,2026-01-24T02:19:06Z,Heat,0.511,8,East,-0.1258022606968343,0.47522803796157503,80,Outside
2025-26,2026,Daniss Jenkins,DET,34,16.3,7.7,1.7,3.3,1.0,0.2,0.431,0.4,0.792,daniss_jenkins,2026-01-24T02:19:06Z,Pistons,0.762,1,East,-0.38264254342281084,0.47417463707849483,81,Outside
2025-26,2026,Alex Caruso,OKC,32,18.2,6.1,2.8,2.1,1.4,0.4,0.417,0.301,0.821,alex_caruso,2026-01-24T02:19:06Z,Thunder,0.822,1,West,-0.4228806662048295,0.47301163084646436,82,Outside
2025-26,2026,Tyler Herro,MIA,11,31.7,21.9,4.7,2.7,1.0,0.5,0.497,0.358,0.902,tyler_herro,2026-01-24T02:19:06Z,Heat,0.511,8,East,-0.130123711935683,0.47297294742144796,83,Outside
2025-26,2026,Anfernee Simons,BOS,43,24.2,13.9,2.4,2.4,0.5,0.1,0.439,0.4,0.896,anfernee_simons,2026-01-24T02:19:06Z,Celtics,0.628,2,East,-0.2894085486755557,0.4713871510814492,84,Outside
2025-26,2026,Ivica Zubac,LAC,38,31.2,14.8,11.1,2.3,0.4,0.9,0.603,0.0,0.732,ivica_zubac,2026-01-24T02:19:06Z,Clippers,0.455,10,West,-0.07145317032997482,0.4707912604265353,85,Outside
2025-26,2026,Dylan Harper,SAS,35,21.3,10.4,3.2,3.5,0.9,0.3,0.436,0.242,0.746,dylan_harper,2026-01-24T02:19:06Z,Spurs,0.689,2,West,-0.33429544506352527,0.4681288240972977,86,Outside
2025-26,2026,Grayson Allen,PHX,27,29.4,16.3,2.9,3.8,1.5,0.3,0.416,0.379,0.841,grayson_allen,2026-01-24T02:19:06Z,Suns,0.614,5,West,-0.25013701212454376,0.46582379757990927,87,Outside
2025-26,2026,Paul George,PHI,24,30.1,15.6,5.3,3.7,1.4,0.5,0.419,0.371,0.859,paul_george,2026-01-24T02:19:06Z,76ers,0.558,5,East,-0.2150375656575303,0.46562756953290735,88,Outside
2025-26,2026,Sandro Mamukelashvili,TOR,44,21.8,10.9,5.1,2.0,0.7,0.6,0.527,0.375,0.75,sandro_mamukelashvili,2026-01-24T02:19:06Z,Raptors,0.587,4,East,-0.24836765520091694,0.46496434972838285,89,Outside
2025-26,2026,Cason Wallace,OKC,43,26.5,7.3,3.0,2.1,2.1,0.2,0.411,0.356,0.75,cason_wallace,2026-01-24T02:19:06Z,Thunder,0.822,1,West,-0.4392186530023152,0.46448587469757685,90,Outside
2025-26,2026,Ja Morant,MEM,20,28.4,19.5,3.3,8.1,1.0,0.3,0.41,0.235,0.897,ja_morant,2026-01-24T02:19:06Z,Grizzlies,0.429,11,West,-0.05354132579434157,0.4644004143602003,91,Outside
2025-26,2026,Jaime Jaquez Jr.,MIA,40,28.8,15.4,5.2,4.7,0.8,0.2,0.517,0.271,0.744,jaime_jaquez,2026-01-24T02:19:06Z,Heat,0.511,8,East,-0.15533806816410417,0.45981517863883486,92,Outside
2025-26,2026,Onyeka Okongwu,ATL,44,32.0,16.1,8.0,3.3,1.2,1.0,0.481,0.364,0.775,onyeka_okongwu,2026-01-24T02:19:06Z,Hawks,0.457,10,East,-0.09392986020645426,0.45972326261136265,93,Outside
2025-26,2026,Jakob Poeltl,TOR,21,25.3,9.7,7.7,2.1,0.8,0.5,0.693,0.0,0.596,jakob_poeltl,2026-01-24T02:19:06Z,Raptors,0.587,4,East,-0.25970649589973954,0.45904732996288033,94,Outside
2025-26,2026,Luka Garza,BOS,35,16.5,7.6,4.4,0.9,0.4,0.5,0.59,0.471,0.81,luka_garza,2026-01-24T02:19:06Z,Celtics,0.628,2,East,-0.3134355307166659,0.45884899736548895,95,Outside
2025-26,2026,Duncan Robinson,DET,40,28.9,12.2,2.8,1.9,0.7,0.4,0.442,0.407,0.746,duncan_robinson,2026-01-24T02:19:06Z,Pistons,0.762,1,East,-0.4123847504438741,0.4586540709564596,96,Outside
2025-26,2026,VJ Edgecombe,PHI,39,35.9,15.6,5.4,4.2,1.5,0.5,0.429,0.368,0.766,vj_edgecombe,2026-01-24T02:19:06Z,76ers,0.558,5,East,-0.2287937444604734,0.45844909476314954,97,Outside
2025-26,2026,Luguentz Dort,OKC,35,27.0,8.6,3.7,1.1,0.9,0.6,0.403,0.347,0.88,luguentz_dort,2026-01-24T02:19:06Z,Thunder,0.822,1,West,-0.4526851072911011,0.45745858872413014,98,Outside
2025-26,2026,Reed Sheppard,HOU,42,25.0,13.0,2.5,3.2,1.4,0.5,0.442,0.414,0.745,reed_sheppard,2026-01-24T02:19:06Z,Rockets,0.619,4,West,-0.2836209712461856,0.4571463987316878,99,Outside
2025-26,2026,Javonte Green,DET,42,19.3,7.3,2.7,0.8,1.4,0.4,0.449,0.369,0.778,javonte_green,2026-01-24T02:19:06Z,Pistons,0.762,1,East,-0.4168415595967371,0.45632834573030834,100,Outside
2025-26,2026,Jabari Smith Jr.,HOU,41,34.9,15.4,6.8,1.8,0.7,0.8,0.429,0.346,0.743,jabari_smith,2026-01-24T02:19:06Z,Rockets,0.619,4,West,-0.2912690797322345,0.4531553373628339,101,Outside
2025-26,2026,Michael Porter Jr.,BKN,34,33.0,25.3,7.4,3.2,1.0,0.2,0.481,0.396,0.846,michael_porter,2026-01-24T02:19:06Z,Nets,0.286,13,East,0.040486842421278854,0.45190929322928663,102,Outside
2025-26,2026,Nickeil Alexander-Walker,ATL,44,32.9,20.5,3.6,3.5,1.1,0.6,0.444,0.379,0.871,nickeil_alexanderwalker,2026-01-24T02:19:06Z,Hawks,0.457,10,East,-0.11290332348013389,0.4498222189162998,103,Outside
2025-26,2026,Tre Jones,CHI,38,26.9,12.4,3.0,5.8,1.3,0.2,0.55,0.328,0.848,tre_jones,2026-01-24T02:19:06Z,Bulls,0.5,9,East,-0.15441347760204038,0.4495184428663306,104,Outside
2025-26,2026,Zach Edey,MEM,11,25.8,13.6,11.1,1.1,0.6,1.9,0.633,0.2,0.781,zach_edey,2026-01-24T02:19:06Z,Grizzlies,0.429,11,West,-0.08214997072371112,0.4494713821947779,105,Outside
2025-26,2026,Jrue Holiday,POR,17,29.2,15.1,4.8,7.1,1.4,0.2,0.438,0.354,0.813,jrue_holiday,2026-01-24T02:19:06Z,Trail Blazers,0.511,9,West,-0.16168474793506954,0.44936039299750113,106,Outside
2025-26,2026,Anthony Black,ORL,43,30.5,15.6,4.0,4.0,1.3,0.7,0.459,0.354,0.726,anthony_black,2026-01-24T02:19:06Z,Magic,0.535,7,East,-0.20505650978382428,0.4489470276878401,107,Outside
