season,season_end_year,player_name,team,games_played,minutes_played,pts,trb,ast,stl,blk,fg_pct,fg3_pct,ft_pct,player_key,last_updated_utc,team_name_lookup,team_win_pct,team_conf_rank,team_conference,ridge_pred_vote_share,mvp_score,mvp_rank,mvp_tier
2025-26,2026,Ochai Agbaji,TOR,37,16.4,4.5,2.3,0.8,0.4,0.3,0.411,0.197,0.889,ochai_agbaji,2026-01-24T02:19:06Z,Raptors,0.587,4,East,-0.510549947455204,0.32814808723388755,215,Outside
2025-26,2026,Kyshawn George,WAS,34,31.3,15.6,5.8,5.0,1.1,0.9,0.459,0.397,0.772,kyshawn_george,2026-01-24T02:19:06Z,Wizards,0.233,14,East,-0.15046888772979017,0.3275981249049036,216,Outside
2025-26,2026,Josh Okogie,HOU,42,19.5,5.5,2.7,0.9,1.0,0.2,0.44,0.394,0.646,josh_okogie,2026-01-24T02:19:06Z,Rockets,0.619,4,West,-0.5319965392386065,0.32753498746707077,217,Outside
2025-26,2026,Simone Fontecchio,MIA,42,16.7,8.5,3.0,1.4,0.5,0.1,0.404,0.373,0.81,simone_fontecchio,2026-01-24T02:19:06Z,Heat,0.511,8,East,-0.4089180025898623,0.3274879395509932,218,Outside
2025-26,2026,Caleb Love,POR,37,22.2,11.3,2.7,2.6,0.6,0.1,0.393,0.329,0.744,caleb_love,2026-01-24T02:19:06Z,Trail Blazers,0.511,9,West,-0.40424275426702977,0.32278479714349745,219,Outside
2025-26,2026,Myles Turner,MIL,41,28.3,12.2,5.3,1.6,0.6,1.5,0.421,0.39,0.757,myles_turner,2026-01-24T02:19:06Z,Bucks,0.419,11,East,-0.32210349924732185,0.3209491125298726,220,Outside
2025-26,2026,Max Christie,DAL,41,29.3,13.0,3.5,2.2,0.5,0.3,0.485,0.457,0.855,max_christie,2026-01-24T02:19:06Z,Mavericks,0.422,12,West,-0.32240056848321846,0.31464296938477204,221,Outside
2025-26,2026,Day'Ron Sharpe,BKN,40,18.1,7.9,6.2,2.4,1.0,0.5,0.607,0.2,0.673,dayron_sharpe,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.22261736513871233,0.3146119417742121,222,Outside
2025-26,2026,Kris Dunn,LAC,44,27.5,7.9,2.9,3.2,1.5,0.2,0.487,0.372,0.792,kris_dunn,2026-01-24T02:19:06Z,Clippers,0.455,10,West,-0.3720023022972932,0.31395378456889195,223,Outside
2025-26,2026,Andrew Nembhard,IND,35,31.9,17.4,2.7,7.1,0.9,0.1,0.445,0.356,0.816,andrew_nembhard,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.1567981766480744,0.31351605080709327,224,Outside
2025-26,2026,Mike Conley,MIN,39,18.5,4.7,1.7,2.9,0.6,0.2,0.338,0.336,0.881,mike_conley,2026-01-24T02:19:06Z,Timberwolves,0.6,7,West,-0.5098067802132162,0.31140484818168424,225,Outside
2025-26,2026,Nikola Jović,MIA,34,18.9,8.1,3.7,2.7,0.6,0.4,0.371,0.285,0.705,nikola_jovic,2026-01-24T02:19:06Z,Heat,0.511,8,East,-0.44023237181008607,0.3111469619729637,226,Outside
2025-26,2026,Jared McCain,PHI,31,16.7,6.1,2.1,1.5,0.7,0.0,0.354,0.323,0.88,jared_mccain,2026-01-24T02:19:06Z,76ers,0.558,5,East,-0.5120434950706914,0.3106390657265519,227,Outside
2025-26,2026,Kentavious Caldwell-Pope,MEM,41,20.9,8.3,2.4,2.9,0.8,0.2,0.411,0.35,0.933,kentavious_caldwellpope,2026-01-24T02:19:06Z,Grizzlies,0.429,11,West,-0.3604790436650358,0.30422914185897143,228,Outside
2025-26,2026,T.J. McConnell,IND,32,17.2,9.7,2.3,4.9,1.2,0.2,0.535,0.324,0.923,tj_mcconnell,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.1753938803936482,0.3038121357827456,229,Outside
2025-26,2026,Jordan Miller,LAC,23,18.4,8.4,3.0,1.6,0.7,0.2,0.516,0.396,0.83,jordan_miller,2026-01-24T02:19:06Z,Clippers,0.455,10,West,-0.3916294142920608,0.30371164318094296,230,Outside
2025-26,2026,Zach LaVine,SAC,33,32.5,19.8,2.8,2.4,0.7,0.3,0.486,0.399,0.866,zach_lavine,2026-01-24T02:19:06Z,Kings,0.267,14,West,-0.21801407509017984,0.3035902571846533,231,Outside
2025-26,2026,Lonzo Ball,CLE,30,21.2,4.9,3.9,4.1,1.2,0.3,0.304,0.271,0.7,lonzo_ball,2026-01-24T02:19:06Z,Cavaliers,0.556,6,East,-0.5124654328115975,0.3026148690888352,232,Outside
2025-26,2026,Derrick Jones Jr.,LAC,17,24.2,10.4,2.6,1.2,0.8,1.1,0.556,0.4,0.774,derrick_jones,2026-01-24T02:19:06Z,Clippers,0.455,10,West,-0.3949365485668708,0.3019858601497682,233,Outside
2025-26,2026,Dereck Lively II,DAL,7,16.5,4.3,5.3,1.9,0.6,1.6,0.611,0.0,0.8,dereck_lively,2026-01-24T02:19:06Z,Mavericks,0.422,12,West,-0.34849102272077,0.3010280207744999,234,Outside
2025-26,2026,Dean Wade,CLE,36,22.6,5.6,4.1,1.6,0.7,0.4,0.391,0.318,0.75,dean_wade,2026-01-24T02:19:06Z,Cavaliers,0.556,6,East,-0.5186613988837808,0.29938158848376434,235,Outside
2025-26,2026,Tyus Jones,ORL,43,16.1,3.1,1.1,2.3,0.7,0.1,0.336,0.278,1.0,tyus_jones,2026-01-24T02:19:06Z,Magic,0.535,7,East,-0.505509715657886,0.2921596095569877,236,Outside
2025-26,2026,Vince Williams Jr.,MEM,28,21.6,7.6,4.0,4.6,0.8,0.5,0.348,0.296,0.829,vince_williams,2026-01-24T02:19:06Z,Grizzlies,0.429,11,West,-0.38655339832654817,0.29062259459343726,237,Outside
2025-26,2026,Isaac Okoro,CHI,36,25.0,8.5,2.8,1.4,0.6,0.5,0.471,0.333,0.778,isaac_okoro,2026-01-24T02:19:06Z,Bulls,0.5,9,East,-0.459339966889631,0.29039670264051354,238,Outside
2025-26,2026,Zaccharie Risacher,ATL,36,24.6,11.2,3.3,1.4,0.9,0.5,0.462,0.358,0.642,zaccharie_risacher,2026-01-24T02:19:06Z,Hawks,0.457,10,East,-0.41919142377159013,0.2899899405114223,239,Outside
2025-26,2026,Isaiah Collier,UTA,37,23.2,8.9,2.3,6.6,0.7,0.3,0.508,0.34,0.653,isaiah_collier,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.30702347459558643,0.2861029518944418,240,Outside
2025-26,2026,Vít Krejčí,ATL,42,23.4,9.5,2.2,1.6,0.8,0.3,0.461,0.425,0.75,vit_krejci,2026-01-24T02:19:06Z,Hawks,0.457,10,East,-0.4277900660705427,0.2855028560033322,241,Outside
2025-26,2026,Jaylen Wells,MEM,42,27.0,11.9,3.5,1.7,0.9,0.1,0.402,0.326,0.78,jaylen_wells,2026-01-24T02:19:06Z,Grizzlies,0.429,11,West,-0.3981166038498118,0.2845884930965511,242,Outside
2025-26,2026,Marvin Bagley III,WAS,36,19.3,10.0,5.7,1.5,0.5,0.7,0.619,0.389,0.71,marvin_bagley,2026-01-24T02:19:06Z,Wizards,0.233,14,East,-0.23589751552358817,0.2830183576586673,243,Outside
2025-26,2026,Kyle Filipowski,UTA,44,22.4,9.3,6.2,2.0,0.7,0.5,0.462,0.31,0.708,kyle_filipowski,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.31740699459221106,0.28068445324123303,244,Outside
2025-26,2026,Brice Sensabaugh,UTA,42,20.9,11.5,3.0,1.5,0.7,0.1,0.449,0.322,0.872,brice_sensabaugh,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.321107797867177,0.27875323939778573,245,Outside
2025-26,2026,Dorian Finney-Smith,HOU,13,15.5,3.2,2.7,0.5,0.2,0.2,0.318,0.286,1.0,dorian_finneysmith,2026-01-24T02:19:06Z,Rockets,0.619,4,West,-0.6293035201304037,0.2767566632493288,246,Outside
2025-26,2026,Corey Kispert,ATL,25,19.2,9.0,2.3,1.6,0.5,0.1,0.472,0.373,0.783,corey_kispert,2026-01-24T02:19:06Z,Hawks,0.457,10,East,-0.4502989324353785,0.2737569103006451,247,Outside
2025-26,2026,D'Angelo Russell,DAL,26,19.0,10.2,2.3,4.0,0.5,0.1,0.405,0.295,0.717,dangelo_russell,2026-01-24T02:19:06Z,Mavericks,0.422,12,West,-0.40383278017560814,0.2721486775139559,248,Outside
2025-26,2026,Kris Murray,POR,34,25.7,6.1,4.0,1.2,1.2,0.4,0.446,0.256,0.738,kris_murray,2026-01-24T02:19:06Z,Trail Blazers,0.511,9,West,-0.5052449959167837,0.2700781513694092,249,Outside
2025-26,2026,Dennis Schröder,SAC,35,26.4,12.5,3.1,5.5,0.8,0.1,0.411,0.336,0.805,dennis_schroder,2026-01-24T02:19:06Z,Kings,0.267,14,West,-0.2832385358417463,0.26955375965264927,250,Outside
2025-26,2026,Klay Thompson,DAL,42,22.2,11.9,2.5,1.5,0.5,0.4,0.389,0.379,0.742,klay_thompson,2026-01-24T02:19:06Z,Mavericks,0.422,12,West,-0.4114251056907078,0.2681867257296224,251,Outside
2025-26,2026,Jeremiah Fears,NOP,46,26.4,13.9,3.7,3.1,1.2,0.2,0.435,0.32,0.806,jeremiah_fears,2026-01-24T02:19:06Z,Pelicans,0.217,15,West,-0.24292393450774152,0.2669196031577319,252,Outside
2025-26,2026,Ryan Nembhard,DAL,32,20.3,7.4,1.9,5.2,0.3,0.0,0.452,0.397,0.727,ryan_nembhard,2026-01-24T02:19:06Z,Mavericks,0.422,12,West,-0.4191900661199715,0.26413468676385143,253,Outside
2025-26,2026,Kobe Sanders,LAC,36,20.7,6.8,2.4,1.5,0.6,0.1,0.442,0.389,0.865,kobe_sanders,2026-01-24T02:19:06Z,Clippers,0.455,10,West,-0.46841073990028526,0.26364435294266264,254,Outside
2025-26,2026,Brook Lopez,LAC,37,16.9,6.4,2.6,0.9,0.5,1.0,0.362,0.327,0.846,brook_lopez,2026-01-24T02:19:06Z,Clippers,0.455,10,West,-0.47309311911228663,0.26120091704979687,255,Outside
2025-26,2026,Saddiq Bey,NOP,39,29.8,15.2,5.6,2.2,0.9,0.1,0.442,0.32,0.823,saddiq_bey,2026-01-24T02:19:06Z,Pelicans,0.217,15,West,-0.25509178910690533,0.2605699737662114,256,Outside
2025-26,2026,Bennedict Mathurin,IND,24,32.1,17.8,5.5,2.2,0.7,0.2,0.423,0.366,0.876,bennedict_mathurin,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.26183639671368764,0.25870328460199304,257,Outside
2025-26,2026,Patrick Williams,CHI,40,18.4,6.5,3.0,1.2,0.7,0.3,0.378,0.402,0.683,patrick_williams,2026-01-24T02:19:06Z,Bulls,0.5,9,East,-0.5214798258502595,0.2579698625902994,258,Outside
2025-26,2026,Blake Wesley,POR,6,16.3,6.0,2.3,3.2,1.7,0.2,0.412,0.2,0.6,blake_wesley,2026-01-24T02:19:06Z,Trail Blazers,0.511,9,West,-0.5287077092454325,0.2578344536047559,259,Outside
2025-26,2026,Cole Anthony,MIL,30,15.0,6.8,2.6,3.5,0.6,0.3,0.446,0.322,0.591,cole_anthony,2026-01-24T02:19:06Z,Bucks,0.419,11,East,-0.44657046677663337,0.255997718768818,260,Outside
2025-26,2026,Maxime Raynaud,SAC,37,23.4,10.0,6.6,1.2,0.4,0.5,0.545,0.3,0.714,maxime_raynaud,2026-01-24T02:19:06Z,Kings,0.267,14,West,-0.3106378170005084,0.2552558175187774,261,Outside
2025-26,2026,Walter Clayton Jr.,UTA,40,18.5,7.1,2.0,3.4,0.6,0.2,0.408,0.305,0.948,walter_clayton,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.36806722677398285,0.2542481002571385,262,Outside
2025-26,2026,Noah Clowney,BKN,42,28.4,13.1,4.1,1.9,0.8,0.8,0.389,0.32,0.8,noah_clowney,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.34105377058218367,0.252807514798105,263,Outside
2025-26,2026,Gabe Vincent,LAL,23,19.8,4.9,0.9,1.3,0.4,0.0,0.336,0.369,0.909,gabe_vincent,2026-01-24T02:19:06Z,Lakers,0.605,6,West,-0.6406941791623698,0.25189878933234205,264,Outside
2025-26,2026,AJ Green,MIL,40,29.5,10.5,2.6,2.0,0.6,0.1,0.445,0.437,0.8,aj_green,2026-01-24T02:19:06Z,Bucks,0.419,11,East,-0.45523273947033177,0.2514774296048553,265,Outside
2025-26,2026,Cam Thomas,BKN,19,24.6,16.6,1.7,3.1,0.2,0.1,0.399,0.34,0.856,cam_thomas,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.345145449119314,0.2506723280165501,266,Outside
2025-26,2026,Sidy Cissoko,POR,40,21.4,6.3,2.3,1.4,0.7,0.3,0.397,0.336,0.707,sidy_cissoko,2026-01-24T02:19:06Z,Trail Blazers,0.511,9,West,-0.5450635636228095,0.24929937350237202,267,Outside
2025-26,2026,Mouhamed Gueye,ATL,44,16.1,4.7,3.5,1.0,0.8,0.6,0.441,0.275,0.595,mouhamed_gueye,2026-01-24T02:19:06Z,Hawks,0.457,10,East,-0.49916332273610503,0.24825769297160616,268,Outside
2025-26,2026,Malik Monk,SAC,37,22.1,12.2,2.1,2.4,0.6,0.4,0.446,0.421,0.859,malik_monk,2026-01-24T02:19:06Z,Kings,0.267,14,West,-0.3246129068774136,0.24796310698313076,269,Outside
2025-26,2026,Jay Huff,IND,45,19.9,8.6,3.8,1.3,0.5,2.1,0.469,0.316,0.833,jay_huff,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.28742707297968934,0.24534913832721278,270,Outside
2025-26,2026,Egor Dëmin,BKN,37,24.6,10.3,3.0,3.4,0.9,0.3,0.402,0.396,0.838,egor_demin,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.3596260285449179,0.24311583463657654,271,Outside
2025-26,2026,Keegan Murray,SAC,19,35.9,14.6,6.1,1.5,1.2,1.6,0.429,0.272,0.789,keegan_murray,2026-01-24T02:19:06Z,Kings,0.267,14,West,-0.33610341442490904,0.24196694193591864,272,Outside
2025-26,2026,GG Jackson,MEM,22,15.4,6.8,2.8,0.7,0.7,0.5,0.455,0.271,0.75,gg_jackson,2026-01-24T02:19:06Z,Grizzlies,0.429,11,West,-0.4831725835348394,0.24020318719638534,273,Outside
2025-26,2026,Bogdan Bogdanović,LAC,16,22.5,8.0,2.9,2.7,0.5,0.1,0.376,0.333,0.842,bogdan_bogdanovic,2026-01-24T02:19:06Z,Clippers,0.455,10,West,-0.5149563807715171,0.23935514345922232,274,Outside
2025-26,2026,Ace Bailey,UTA,38,24.5,10.9,3.5,1.6,0.7,0.4,0.452,0.35,0.722,ace_bailey,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.40069170439362517,0.23722346043353965,275,Outside
2025-26,2026,Tre Johnson,WAS,36,25.0,12.6,2.8,2.1,0.7,0.3,0.448,0.393,0.889,tre_johnson,2026-01-24T02:19:06Z,Wizards,0.233,14,East,-0.32544695934703455,0.23628819862679107,276,Outside
2025-26,2026,Svi Mykhailiuk,UTA,38,24.4,8.9,2.6,2.0,0.5,0.1,0.472,0.386,0.905,svi_mykhailiuk,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.4038045858610734,0.2355990455872785,277,Outside
2025-26,2026,Tre Mann,CHA,28,16.9,7.8,2.4,2.3,0.5,0.1,0.372,0.322,0.882,tre_mann,2026-01-24T02:19:06Z,Hornets,0.378,12,East,-0.44681814407464193,0.2351718955891236,278,Outside
2025-26,2026,Tidjane Salaün,CHA,29,16.4,6.5,4.3,0.9,0.4,0.2,0.515,0.441,0.7,tidjane_salaun,2026-01-24T02:19:06Z,Hornets,0.378,12,East,-0.4472717789704266,0.23493517238999106,279,Outside
2025-26,2026,Nicolas Batum,LAC,43,20.1,4.6,2.6,0.8,0.8,0.4,0.393,0.394,0.818,nicolas_batum,2026-01-24T02:19:06Z,Clippers,0.455,10,West,-0.5314221758995626,0.23076269227173205,280,Outside
2025-26,2026,Isaiah Jackson,IND,32,17.6,6.9,5.6,0.8,0.7,0.8,0.583,0.0,0.73,isaiah_jackson,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.32160903222883286,0.22751174790318238,281,Outside
2025-26,2026,Kevin Love,UTA,25,17.3,7.1,5.6,1.8,0.3,0.3,0.399,0.36,0.818,kevin_love,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.42072563086482856,0.226769028445352,282,Outside
2025-26,2026,Justin Champagnie,WAS,41,18.5,7.1,5.6,1.1,0.8,0.5,0.502,0.313,0.736,justin_champagnie,2026-01-24T02:19:06Z,Wizards,0.233,14,East,-0.3450090198581839,0.2260800034706102,283,Outside
2025-26,2026,Terance Mann,BKN,38,25.4,7.6,3.3,3.7,0.8,0.3,0.447,0.337,0.821,terance_mann,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.3928028903023677,0.22580294066527662,284,Outside
2025-26,2026,Kyle Anderson,UTA,16,20.0,7.5,3.5,2.9,1.3,0.5,0.521,0.5,0.606,kyle_anderson,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.4273174900368991,0.22332915641182033,285,Outside
2025-26,2026,Sion James,CHA,45,25.1,6.2,3.4,2.0,0.6,0.4,0.384,0.362,0.873,sion_james,2026-01-24T02:19:06Z,Hornets,0.378,12,East,-0.4755740873921376,0.2201659977636995,286,Outside
2025-26,2026,Jeremiah Robinson-Earl,DAL,21,17.0,4.8,4.9,0.7,0.4,0.0,0.37,0.244,0.944,jeremiah_robinsonearl,2026-01-24T02:19:06Z,Mavericks,0.422,12,West,-0.5123689667659058,0.21551054506415893,287,Outside
2025-26,2026,Khris Middleton,WAS,30,24.5,9.8,4.0,3.2,0.8,0.3,0.422,0.314,0.831,khris_middleton,2026-01-24T02:19:06Z,Wizards,0.233,14,East,-0.3666583367572517,0.21478260196335436,288,Outside
2025-26,2026,Gary Trent Jr.,MIL,40,24.2,8.3,1.2,1.6,0.7,0.1,0.378,0.356,0.818,gary_trent,2026-01-24T02:19:06Z,Bucks,0.419,11,East,-0.5283105882763472,0.21334274835384356,289,Outside
2025-26,2026,Jordan Poole,NOP,27,25.8,14.8,1.7,3.1,0.7,0.3,0.373,0.338,0.876,jordan_poole,2026-01-24T02:19:06Z,Pelicans,0.217,15,West,-0.3508472410397247,0.21060129382876827,290,Outside
2025-26,2026,Bub Carrington,WAS,43,28.5,9.8,3.8,4.6,0.6,0.3,0.398,0.403,0.754,bub_carrington,2026-01-24T02:19:06Z,Wizards,0.233,14,East,-0.37799475577620256,0.20886684591854843,291,Outside
2025-26,2026,Taurean Prince,MIL,8,21.1,6.1,1.6,1.0,0.8,0.3,0.447,0.429,1.0,taurean_prince,2026-01-24T02:19:06Z,Bucks,0.419,11,East,-0.5376240008862077,0.20848267068271562,292,Outside
2025-26,2026,Bilal Coulibaly,WAS,25,26.6,10.1,4.7,2.5,1.4,0.9,0.392,0.273,0.765,bilal_coulibaly,2026-01-24T02:19:06Z,Wizards,0.233,14,East,-0.3847995707608871,0.2053158457912473,293,Outside
2025-26,2026,Danny Wolf,BKN,28,19.1,7.7,4.1,1.8,0.6,0.4,0.395,0.367,0.824,danny_wolf,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.4339104229916567,0.20435153395675645,294,Outside
2025-26,2026,Ziaire Williams,BKN,31,22.5,9.4,2.4,0.6,1.2,0.5,0.416,0.321,0.875,ziaire_williams,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.43510060940689815,0.2037304513672156,295,Outside
2025-26,2026,Precious Achiuwa,SAC,38,20.9,7.7,5.5,1.2,0.8,0.6,0.517,0.341,0.529,precious_achiuwa,2026-01-24T02:19:06Z,Kings,0.267,14,West,-0.4181344005805508,0.1991601877571605,296,Outside
2025-26,2026,Dylan Cardwell,SAC,18,19.0,4.7,7.2,1.1,0.7,1.6,0.538,0.0,0.538,dylan_cardwell,2026-01-24T02:19:06Z,Kings,0.267,14,West,-0.43366970438300645,0.19105330080955907,297,Outside
2025-26,2026,Taylor Hendricks,UTA,31,15.0,5.0,3.1,0.7,0.4,0.3,0.47,0.365,0.767,taylor_hendricks,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.49603906926696983,0.18746773517648183,298,Outside
2025-26,2026,Jose Alvarado,NOP,35,22.2,7.9,2.8,3.3,1.0,0.1,0.424,0.361,0.826,jose_alvarado,2026-01-24T02:19:06Z,Pelicans,0.217,15,West,-0.3994950674029741,0.18521508744437384,299,Outside
2025-26,2026,Jarace Walker,IND,45,23.2,9.2,4.2,1.9,0.7,0.4,0.375,0.359,0.786,jarace_walker,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.4034073507383554,0.18482640817034932,300,Outside
2025-26,2026,Yves Missi,NOP,38,18.8,5.5,5.5,1.2,0.3,1.3,0.549,0.0,0.592,yves_missi,2026-01-24T02:19:06Z,Pelicans,0.217,15,West,-0.40136626639092937,0.1842386277082326,301,Outside
2025-26,2026,Drake Powell,BKN,31,19.2,6.4,1.6,1.7,0.6,0.2,0.447,0.308,0.889,drake_powell,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.47532111916597025,0.1827419255078013,302,Outside
2025-26,2026,Aaron Nesmith,IND,24,30.2,13.1,5.2,2.1,0.7,0.6,0.352,0.341,0.806,aaron_nesmith,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.4078781287363786,0.1824933934923828,303,Outside
2025-26,2026,Tyrese Martin,BKN,34,19.3,7.7,2.9,2.0,0.6,0.1,0.408,0.355,0.731,tyrese_martin,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.47679851644533305,0.1819709658360249,304,Outside
2025-26,2026,Bradley Beal,LAC,6,20.2,8.2,0.8,1.7,0.5,0.0,0.375,0.368,0.75,bradley_beal,2026-01-24T02:19:06Z,Clippers,0.455,10,West,-0.6344635573008336,0.176991949158698,305,Outside
2025-26,2026,Cam Whitmore,WAS,21,16.9,9.2,2.8,0.7,0.7,0.4,0.456,0.286,0.742,cam_whitmore,2026-01-24T02:19:06Z,Wizards,0.233,14,East,-0.4519902497172881,0.1702533040374115,306,Outside
2025-26,2026,Herbert Jones,NOP,23,28.3,9.5,3.7,2.3,1.7,0.3,0.394,0.333,0.813,herbert_jones,2026-01-24T02:19:06Z,Pelicans,0.217,15,West,-0.44326274770365437,0.16237551889340085,307,Outside
2025-26,2026,Grant Williams,CHA,5,16.7,5.2,3.6,1.2,0.8,0.4,0.32,0.238,0.833,grant_williams,2026-01-24T02:19:06Z,Hornets,0.378,12,East,-0.5926408356565153,0.15907630775373582,308,Outside
2025-26,2026,KJ Simpson,CHA,14,15.9,6.0,2.1,2.5,1.1,0.0,0.348,0.308,0.625,kj_simpson,2026-01-24T02:19:06Z,Hornets,0.378,12,East,-0.5936649319786165,0.15854189701981658,309,Outside
2025-26,2026,Micah Potter,IND,14,16.9,6.8,3.5,1.4,0.3,0.3,0.441,0.375,0.933,micah_potter,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.4562458554308198,0.15725335330969015,310,Outside
2025-26,2026,Josh Green,CHA,21,15.9,4.4,2.1,1.0,0.6,0.1,0.434,0.404,0.667,josh_green,2026-01-24T02:19:06Z,Hornets,0.378,12,East,-0.6137694936058297,0.14805060503638331,311,Outside
2025-26,2026,Quenton Jackson,IND,22,15.8,7.3,2.0,1.9,0.6,0.2,0.437,0.37,0.784,quenton_jackson,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.4745430712863509,0.1477052001301428,312,Outside
2025-26,2026,Bryce McGowens,NOP,29,19.4,7.6,2.0,1.3,0.6,0.1,0.477,0.436,0.761,bryce_mcgowens,2026-01-24T02:19:06Z,Pelicans,0.217,15,West,-0.489271653116219,0.13836639750733623,313,Outside
2025-26,2026,Cody Williams,UTA,32,17.4,5.5,2.2,0.8,0.4,0.3,0.463,0.228,0.571,cody_williams,2026-01-24T02:19:06Z,Jazz,0.333,13,West,-0.5903648750694872,0.1382450966232827,314,Outside
2025-26,2026,Nique Clifford,SAC,41,18.7,5.3,3.0,1.3,0.6,0.3,0.399,0.295,0.676,nique_clifford,2026-01-24T02:19:06Z,Kings,0.267,14,West,-0.5393636415602964,0.13589835755008217,315,Outside
2025-26,2026,Ben Saraf,BKN,12,16.9,5.4,1.6,2.8,0.7,0.3,0.355,0.273,0.8,ben_saraf,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.5693937955166547,0.13365137911547725,316,Outside
2025-26,2026,Micah Peavy,NOP,38,16.1,4.9,2.3,1.2,0.7,0.2,0.405,0.268,0.733,micah_peavy,2026-01-24T02:19:06Z,Pelicans,0.217,15,West,-0.5294987139409184,0.11737445306344478,317,Outside
2025-26,2026,Christian Koloko,ATL,14,15.2,2.4,3.3,0.7,0.8,1.0,0.421,0.5,0.25,christian_koloko,2026-01-24T02:19:06Z,Hawks,0.457,10,East,-0.7544244836936577,0.11505312868949236,318,Outside
2025-26,2026,Nolan Traore,BKN,22,17.8,5.1,1.1,2.7,0.4,0.2,0.322,0.311,0.8,nolan_traore,2026-01-24T02:19:06Z,Nets,0.286,13,East,-0.608287103341967,0.11335543552998852,319,Outside
2025-26,2026,Ben Sheppard,IND,34,22.7,6.4,3.3,1.8,0.6,0.1,0.374,0.315,0.765,ben_sheppard,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.5415528987722391,0.11273703325589725,320,Outside
2025-26,2026,Keon Ellis,SAC,39,17.3,5.3,1.3,0.6,1.1,0.5,0.384,0.357,0.633,keon_ellis,2026-01-24T02:19:06Z,Kings,0.267,14,West,-0.5867952267368726,0.11114683008325207,321,Outside
2025-26,2026,Johnny Furphy,IND,27,17.3,5.4,4.0,0.8,0.6,0.2,0.514,0.389,0.464,johnny_furphy,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.5654031816537268,0.10029108759257706,322,Outside
2025-26,2026,Ethan Thompson,IND,19,16.0,4.4,1.8,1.4,0.5,0.3,0.358,0.286,0.667,ethan_thompson,2026-01-24T02:19:06Z,Pacers,0.222,15,East,-0.6538643106089606,0.05412885086928153,323,Outside
